Store,Date,Temp,Fuel_Price,CPI,Unemployment,IsHoliday,Status,Customer_Cost
1,2/5/2010,5.73,2.57,211.1,8.11,False,FULLFILLED,542.94
1,2/12/2010,3.62,2.55,211.24,8.11,True,PARTIAL,538.25
1,2/19/2010,4.41,2.51,211.29,8.11,False,PENDING,531.18
1,2/26/2010,8.13,2.56,211.32,8.11,False,PARTIAL,541.19
1,3/5/2010,8.06,2.62,211.35,8.11,False,PARTIAL,554.79
1,3/12/2010,14.33,2.67,211.38,8.11,False,PENDING,563.75
1,3/19/2010,12.54,2.72,211.22,8.11,False,PARTIAL,574.51
1,3/26/2010,10.81,2.73,211.02,8.11,False,FULLFILLED,576.5
1,4/2/2010,16.82,2.72,210.82,7.81,False,FULLFILLED,573.22
1,4/9/2010,18.81,2.77,210.62,7.81,False,PARTIAL,583.43
1,4/16/2010,19.07,2.81,210.49,7.81,False,PARTIAL,591.05
1,4/23/2010,18.24,2.8,210.44,7.81,False,PARTIAL,588.18
1,4/30/2010,19.67,2.78,210.39,7.81,False,PENDING,584.88
1,5/7/2010,22.53,2.84,210.34,7.81,False,PARTIAL,596.31
1,5/14/2010,23.77,2.85,210.34,7.81,False,FULLFILLED,600.3
1,5/21/2010,24.69,2.83,210.62,7.81,False,PARTIAL,595.2
1,5/28/2010,26.91,2.76,210.9,7.81,False,PARTIAL,581.86
1,6/4/2010,27.05,2.7,211.18,7.81,False,PENDING,571.23
1,6/11/2010,26.91,2.67,211.46,7.81,False,PARTIAL,564.16
1,6/18/2010,28.95,2.64,211.45,7.81,False,PENDING,557.6
1,6/25/2010,29.08,2.65,211.34,7.81,False,FULLFILLED,560.68
1,7/2/2010,27.17,2.67,211.22,7.79,False,PENDING,563.76
1,7/9/2010,26.93,2.64,211.11,7.79,False,FULLFILLED,557.75
1,7/16/2010,28.42,2.62,211.1,7.79,False,PARTIAL,553.72
1,7/23/2010,28.53,2.61,211.24,7.79,False,PENDING,550.9
1,7/30/2010,27.69,2.64,211.37,7.79,False,PENDING,558.02
1,8/6/2010,30.64,2.63,211.5,7.79,False,PARTIAL,555.62
1,8/13/2010,30.56,2.69,211.64,7.79,False,PENDING,569.73
1,8/20/2010,30.36,2.66,211.6,7.79,False,FULLFILLED,563.71
1,8/27/2010,29.57,2.62,211.57,7.79,False,PENDING,554.09
1,9/3/2010,27.34,2.58,211.53,7.79,False,FULLFILLED,545.12
1,9/10/2010,25.94,2.56,211.5,7.79,True,FULLFILLED,542.49
1,9/17/2010,27.84,2.58,211.52,7.79,False,FULLFILLED,546.15
1,9/24/2010,27.19,2.62,211.6,7.79,False,PARTIAL,555.23
1,10/1/2010,22.16,2.6,211.67,7.84,False,PENDING,550.98
1,10/8/2010,17.74,2.63,211.75,7.84,False,PARTIAL,557.53
1,10/15/2010,19.54,2.72,211.81,7.84,False,FULLFILLED,576.13
1,10/22/2010,21.03,2.72,211.86,7.84,False,PENDING,577.32
1,10/29/2010,20.91,2.72,211.91,7.84,False,PARTIAL,575.54
1,11/5/2010,14.86,2.69,211.96,7.84,False,PENDING,569.95
1,11/12/2010,15.34,2.73,212.0,7.84,False,PENDING,578.35
1,11/19/2010,10.78,2.77,211.89,7.84,False,PARTIAL,587.15
1,11/26/2010,18.07,2.74,211.75,7.84,True,PARTIAL,579.13
1,12/3/2010,9.59,2.71,211.61,7.84,False,FULLFILLED,573.03
1,12/10/2010,7.96,2.84,211.47,7.84,False,PENDING,601.2
1,12/17/2010,9.91,2.87,211.41,7.84,False,PENDING,606.52
1,12/24/2010,11.29,2.89,211.41,7.84,False,PENDING,610.12
1,12/31/2010,9.13,2.94,211.4,7.84,True,PENDING,622.16
1,1/7/2011,9.04,2.98,211.4,7.74,False,PENDING,629.14
1,1/14/2011,1.89,2.98,211.46,7.74,False,FULLFILLED,630.78
1,1/21/2011,6.69,3.02,211.83,7.74,False,FULLFILLED,638.87
1,1/28/2011,6.57,3.01,212.2,7.74,False,PENDING,638.71
1,2/4/2011,5.71,2.99,212.57,7.74,False,FULLFILLED,635.36
1,2/11/2011,2.44,3.02,212.94,7.74,True,FULLFILLED,643.49
1,2/18/2011,14.09,3.04,213.25,7.74,False,PARTIAL,649.34
1,2/25/2011,17.17,3.06,213.54,7.74,False,PARTIAL,654.49
1,3/4/2011,15.32,3.29,213.82,7.74,False,FULLFILLED,703.05
1,3/11/2011,11.98,3.46,214.11,7.74,False,PARTIAL,740.61
1,3/18/2011,17.09,3.49,214.36,7.74,False,PARTIAL,747.7
1,3/25/2011,21.09,3.47,214.6,7.74,False,PARTIAL,745.31
1,4/1/2011,15.09,3.52,214.84,7.68,False,FULLFILLED,757.09
1,4/8/2011,19.91,3.62,215.07,7.68,False,PENDING,779.0
1,4/15/2011,21.82,3.74,215.29,7.68,False,PENDING,805.84
1,4/22/2011,22.77,3.81,215.46,7.68,False,PENDING,820.26
1,4/29/2011,22.24,3.81,215.63,7.68,False,PENDING,821.54
1,5/6/2011,18.12,3.91,215.8,7.68,False,PARTIAL,842.9
1,5/13/2011,24.24,3.9,215.96,7.68,False,PENDING,842.04
1,5/20/2011,19.79,3.91,215.73,7.68,False,PARTIAL,842.87
1,5/27/2011,25.4,3.79,215.5,7.68,False,FULLFILLED,815.9
1,6/3/2011,28.33,3.7,215.27,7.68,False,FULLFILLED,796.3
1,6/10/2011,28.41,3.65,215.04,7.68,False,PENDING,784.48
1,6/17/2011,30.23,3.64,215.0,7.68,False,PENDING,781.95
1,6/24/2011,28.66,3.59,215.09,7.68,False,PARTIAL,773.04
1,7/1/2011,29.75,3.52,215.18,7.96,False,FULLFILLED,758.31
1,7/8/2011,29.91,3.48,215.28,7.96,False,PARTIAL,749.16
1,7/15/2011,31.41,3.58,215.36,7.96,False,FULLFILLED,769.92
1,7/22/2011,29.87,3.65,215.42,7.96,False,FULLFILLED,786.51
1,7/29/2011,30.46,3.68,215.48,7.96,False,PENDING,793.41
1,8/5/2011,33.14,3.68,215.54,7.96,False,PARTIAL,794.07
1,8/12/2011,32.64,3.64,215.61,7.96,False,PENDING,784.37
1,8/19/2011,32.19,3.55,215.67,7.96,False,PARTIAL,766.49
1,8/26/2011,31.09,3.52,215.73,7.96,False,PENDING,760.03
1,9/2/2011,31.02,3.53,215.8,7.96,False,FULLFILLED,762.41
1,9/9/2011,24.44,3.55,215.86,7.96,True,PENDING,765.44
1,9/16/2011,26.63,3.53,216.04,7.96,False,FULLFILLED,761.76
1,9/23/2011,24.33,3.47,216.38,7.96,False,PENDING,750.17
1,9/30/2011,26.49,3.36,216.71,7.96,False,PENDING,727.06
1,10/7/2011,20.73,3.28,217.05,7.87,False,FULLFILLED,712.99
1,10/14/2011,22.08,3.27,217.36,7.87,False,PARTIAL,711.62
1,10/21/2011,17.62,3.35,217.52,7.87,False,PARTIAL,729.33
1,10/28/2011,19.21,3.37,217.68,7.87,False,FULLFILLED,734.01
1,11/4/2011,12.77,3.33,217.84,7.87,False,FULLFILLED,725.83
1,11/11/2011,15.06,3.3,218.0,7.87,False,PENDING,718.74
1,11/18/2011,16.81,3.31,218.22,7.87,False,PENDING,721.87
1,11/25/2011,15.63,3.24,218.47,7.87,True,PARTIAL,706.96
1,12/2/2011,9.39,3.17,218.71,7.87,False,PARTIAL,693.76
1,12/9/2011,6.63,3.16,218.96,7.87,False,FULLFILLED,691.48
1,12/16/2011,10.91,3.16,219.18,7.87,False,PARTIAL,692.39
1,12/23/2011,8.87,3.11,219.36,7.87,False,PARTIAL,682.64
1,12/30/2011,6.97,3.13,219.54,7.87,True,FULLFILLED,686.93
1,1/6/2012,9.45,3.16,219.71,7.35,False,PARTIAL,693.64
1,1/13/2012,9.18,3.26,219.89,7.35,False,FULLFILLED,717.07
1,1/20/2012,12.28,3.27,219.99,7.35,False,PENDING,718.91
1,1/27/2012,12.37,3.29,220.08,7.35,False,FULLFILLED,724.06
1,2/3/2012,13.64,3.36,220.17,7.35,False,PENDING,739.78
1,2/10/2012,8.9,3.41,220.27,7.35,True,PARTIAL,750.88
1,2/17/2012,7.4,3.51,220.43,7.35,False,PENDING,773.69
1,2/24/2012,14.03,3.56,220.64,7.35,False,FULLFILLED,784.36
1,3/2/2012,16.09,3.63,220.85,7.35,False,PARTIAL,801.68
1,3/9/2012,14.87,3.67,221.06,7.35,False,PENDING,811.07
1,3/16/2012,18.19,3.73,221.21,7.35,False,PENDING,826.0
1,3/23/2012,18.85,3.79,221.29,7.35,False,PENDING,838.01
1,3/30/2012,19.78,3.84,221.36,7.35,False,PENDING,851.13
1,4/6/2012,21.35,3.89,221.44,7.14,False,PENDING,861.61
1,4/13/2012,20.59,3.89,221.51,7.14,False,PENDING,861.9
1,4/20/2012,19.31,3.88,221.56,7.14,False,FULLFILLED,859.0
1,4/27/2012,19.57,3.81,221.62,7.14,False,PENDING,845.25
1,5/4/2012,24.19,3.75,221.67,7.14,False,PENDING,831.05
1,5/11/2012,23.21,3.69,221.73,7.14,False,PENDING,817.72
1,5/18/2012,21.29,3.63,221.74,7.14,False,PARTIAL,804.93
1,5/25/2012,25.12,3.56,221.74,7.14,False,PENDING,789.63
1,6/1/2012,25.53,3.5,221.75,7.14,False,PARTIAL,776.34
1,6/8/2012,25.72,3.45,221.75,7.14,False,FULLFILLED,765.48
1,6/15/2012,26.31,3.39,221.76,7.14,False,PARTIAL,752.44
1,6/22/2012,25.77,3.35,221.8,7.14,False,PARTIAL,742.15
1,6/29/2012,29.38,3.29,221.84,7.14,False,FULLFILLED,728.98
1,7/6/2012,27.54,3.23,221.88,6.91,False,FULLFILLED,716.02
1,7/13/2012,25.07,3.26,221.92,6.91,False,PARTIAL,722.59
1,7/20/2012,26.9,3.31,221.93,6.91,False,PENDING,734.82
1,7/27/2012,28.14,3.41,221.94,6.91,False,FULLFILLED,756.15
1,8/3/2012,30.06,3.42,221.95,6.91,False,PENDING,758.4
1,8/10/2012,29.47,3.49,221.96,6.91,False,FULLFILLED,775.52
1,8/17/2012,29.36,3.57,222.04,6.91,False,PARTIAL,792.9
1,8/24/2012,25.37,3.62,222.17,6.91,False,FULLFILLED,804.26
1,8/31/2012,26.94,3.64,222.31,6.91,False,FULLFILLED,808.75
1,9/7/2012,28.87,3.73,222.44,6.91,True,FULLFILLED,829.7
1,9/14/2012,23.87,3.72,222.58,6.91,False,FULLFILLED,827.34
1,9/21/2012,21.04,3.72,222.78,6.91,False,PENDING,828.97
1,9/28/2012,24.49,3.67,222.98,6.91,False,PENDING,817.45
1,10/5/2012,20.31,3.62,223.18,6.57,False,FULLFILLED,807.25
1,10/12/2012,17.22,3.6,223.38,6.57,False,FULLFILLED,804.4
1,10/19/2012,19.98,3.59,223.43,6.57,False,PENDING,802.99
1,10/26/2012,20.64,3.51,223.44,6.57,False,FULLFILLED,783.4
1,11/2/2012,12.96,3.39,223.46,6.57,False,FULLFILLED,756.64
1,11/9/2012,16.24,3.31,223.48,6.57,False,PARTIAL,740.62
